VIN,vin_prefix,trim,body_style,cab_style
1FMFU17L73LB68141,1FMFU17L_3,Eddie Bauer,SUV,null
1FMFU17L74LB21757,1FMFU17L_4,Eddie Bauer,SUV,null
1FMFU18L23LB52136,1FMFU18L_3,Eddie Bauer,SUV,null
1FMFU19527LA68534,1FMFU195_7,Limited,SUV,null
1FMFU19565LA89982,1FMFU195_5,Limited,SUV,null
1FMFU20568LA14111,1FMFU205_8,Limited,SUV,null
1FMHK7D84BGA49276,1FMHK7D8_B,XLT,SUV,null
1FMHK7D85BGA84036,1FMHK7D8_B,XLT,SUV,null
1FMJK1G54DEF66916,1FMJK1G5_D,XL,SUV,null
1FMJK1H55BEF33905,1FMJK1H5_B,null,SUV,null
1FMJK1JT4FEF32243,1FMJK1JT_F,null,SUV,null
1FMJK1K52BEF19811,1FMJK1K5_B,Limited,SUV,null
1FMJK1MT8FEF00195,1FMJK1MT_F,Platinum,SUV,null
1FMJK2A5XAEB73058,1FMJK2A5_A,Limited,SUV,null
1FMJU1H51BEF05061,1FMJU1H5_B,XLT,SUV,null
1FMJU1H55DEF27521,1FMJU1H5_D,XLT,SUV,null
1FMJU1J50AEB52515,1FMJU1J5_A,Eddie Bauer,SUV,null
1FMJU1JT3FEF05335,1FMJU1JT_F,XLT,SUV,null
1FMNU40S13ED68774,1FMNU40S_3,XLT,SUV,null
1FMNU40S81EB86888,1FMNU40S_1,XLT,SUV,null
1FMNU41S21EB99747,1FMNU41S_1,XLT,SUV,null
1FMNU41S23EA16186,1FMNU41S_3,XLT,SUV,null
1FMNU41S2YEC99759,1FMNU41S_Y,XLT,SUV,null
1FMNU43S0YEE34962,1FMNU43S_Y,Limited,SUV,null
1FMNU43S3YEA93542,1FMNU43S_Y,Limited,SUV,null
1FMPU13506LA70777,1FMPU135_6,XLS,SUV,null
1FMPU15505LA05746,1FMPU155_5,XLT,SUV,null
1FMPU15525LA72106,1FMPU155_5,XLT,SUV,null
1FMPU15536LA77462,1FMPU155_6,XLT,SUV,null
1FMPU15565LA42638,1FMPU155_5,XLT,SUV,null
1FMPU15566LA90514,1FMPU155_6,XLT,SUV,null
1FMPU16L3YLB43900,1FMPU16L_Y,XLT,SUV,null
1FMPU17535LA92149,1FMPU175_5,Eddie Bauer,SUV,null
1FMPU17536LA18683,1FMPU175_6,null,SUV,null
1FMPU17546LA48467,1FMPU175_6,Eddie Bauer,SUV,null
1FMPU18L4WLC41182,1FMPU18L_W,Eddie Bauer,SUV,null
1FMPU18L72LA11856,1FMPU18L_2,Eddie Bauer,SUV,null
1FMPU20576LA68101,1FMPU205_6,Limited,SUV,null
1FMRU15L12LA34112,1FMRU15L_2,XLT,SUV,null
1FMRU15L22LA86221,1FMRU15L_2,XLT,SUV,null
1FMRU15W31LB26086,1FMRU15W_1,XLT,SUV,null
1FMRU15W34LA95538,1FMRU15W_4,XLT,SUV,null
1FMRU15W63LB41300,1FMRU15W_3,XLT,SUV,null
1FMRU15W82LA59647,1FMRU15W_2,XLT,SUV,null
1FMRU1762XLC45544,1FMRU176_X,null,SUV,null
1FMRU1768WLB94999,1FMRU176_W,Eddie Bauer,SUV,null
1FMRU17L6WLA79047,1FMRU17L_W,null,SUV,null
1FMSU43F4YEB85197,1FMSU43F_Y,Limited,SUV,null
1FMSU43P15ED46691,1FMSU43P_5,Limited,SUV,null
1FMSU43P65EC25235,1FMSU43P_5,Limited,SUV,null
1FMYU02Z55KA28953,1FMYU02Z_5,XLS,SUV,null
1FMYU03125KD89100,1FMYU031_5,XLT,SUV,null
1FMYU03135KA89632,1FMYU031_5,XLT,SUV,null
1FMYU03135KB12679,1FMYU031_5,XLT,SUV,null
1FMYU03145KE17222,1FMYU031_5,XLT,SUV,null
1FMYU03156KA29479,1FMYU031_6,XLT,SUV,null
1FMYU03Z26KD48103,1FMYU03Z_6,XLT,SUV,null
1FMYU04121KB26971,1FMYU041_1,XLT,SUV,null
1FMYU04131KB60224,1FMYU041_1,XLT,SUV,null
1FMYU041X1KB91647,1FMYU041_1,XLT,SUV,null
1FMYU60E03UB56036,1FMYU60E_3,Sport,SUV,null
1FMYU60E31UA28516,1FMYU60E_1,Sport,SUV,null
1FMYU60E81UA23487,1FMYU60E_1,Sport,SUV,null
1FMYU60E93UB87785,1FMYU60E_3,Sport,SUV,null
1FMYU93105KB23837,1FMYU931_5,XLT,SUV,null
1FMYU93113KB88077,1FMYU931_3,XLT,SUV,null
1FMYU93125KB14105,1FMYU931_5,XLT,SUV,null
1FMYU93135KB75303,1FMYU931_5,XLT,SUV,null
1FMYU93144KA40541,1FMYU931_4,XLT,SUV,null
1FMYU93146KA98703,1FMYU931_6,XLT,SUV,null
1FMYU93163KB77219,1FMYU931_3,XLT,SUV,null
1FMYU93174KB06242,1FMYU931_4,XLT,SUV,null
1FMYU93176KA11165,1FMYU931_6,XLT,SUV,null
1FMYU93Z46KC16254,1FMYU93Z_6,XLT,SUV,null
1FMYU94156KC71661,1FMYU941_6,Limited,SUV,null
1FMYU94176KD24148,1FMYU941_6,Limited,SUV,null
1FMYU95H66KA52610,1FMYU95H_6,null,SUV,null
1FMZK02157GA08728,1FMZK021_7,SEL,SUV,null
1FMZU32X9XUA04831,1FMZU32X_X,XL,SUV,null
1FMZU34E0WZA11762,1FMZU34E_W,null,SUV,null
1FMZU62K33UA34357,1FMZU62K_3,XLS,SUV,null
1FMZU62K54UB83662,1FMZU62K_4,XLS,SUV,null
1FMZU62K64UB37273,1FMZU62K_4,null,SUV,null
1FMZU62K93UC23076,1FMZU62K_3,XLS,SUV,null
1FMZU62KX5UA45553,1FMZU62K_5,XLS,SUV,null
1FMZU63E12UA57305,1FMZU63E_2,XLT,SUV,null
1FMZU63E8YZA66790,1FMZU63E_Y,XLT,SUV,null
1FMZU63K04ZB45936,1FMZU63K_4,XLT,SUV,null
1FMZU63K14UC18907,1FMZU63K_4,null,SUV,null
1FMZU63K23UB85320,1FMZU63K_3,null,SUV,null
1FMZU63K43UA10406,1FMZU63K_3,XLT,SUV,null
1FMZU63K63UB40834,1FMZU63K_3,null,SUV,null
1FMZU63X9YUA21744,1FMZU63X_Y,XLT,SUV,null
1FMZU63X9YUB36828,1FMZU63X_Y,XLT,SUV,null
1FMZU64K35UB10790,1FMZU64K_5,Eddie Bauer,SUV,null
1FMZU64W13UB76318,1FMZU64W_3,Eddie Bauer,SUV,null
1FMZU64W64UA63529,1FMZU64W_4,Eddie Bauer,SUV,null
1FMZU65K64UA54731,1FMZU65K_4,Limited Edition,SUV,null
1FMZU67E42UC24119,1FMZU67E_2,null,Pickup,Crew Cab
1FMZU67K04UB86171,1FMZU67K_4,null,Pickup,Crew Cab
1FMZU67K15UA22784,1FMZU67K_5,XLS,Pickup,Crew Cab
1FMZU67K24UB59392,1FMZU67K_4,XLS,Pickup,Crew Cab
1FMZU67K34UA35065,1FMZU67K_4,null,Pickup,Crew Cab
1FMZU67K35UB02636,1FMZU67K_5,null,Pickup,Crew Cab
1FMZU67K44UA35785,1FMZU67K_4,XLT,Pickup,Crew Cab
1FMZU67K45UA98659,1FMZU67K_5,XLT,Pickup,Crew Cab
1FMZU67K55UB78178,1FMZU67K_5,null,Pickup,Crew Cab
1FMZU67K84UB15963,1FMZU67K_4,XLS,Pickup,Crew Cab
1FMZU67KX5UB13245,1FMZU67K_5,XLT,Pickup,Crew Cab
1FMZU73E04UB95829,1FMZU73E_4,null,SUV,null
1FMZU73E15ZA20350,1FMZU73E_5,null,SUV,null
1FMZU73E45UA69166,1FMZU73E_5,XLT,SUV,null
1FMZU73E54UB94806,1FMZU73E_4,XLT,SUV,null
1FMZU73E82UC40609,1FMZU73E_2,XLT,SUV,null
1FMZU73K94UB61622,1FMZU73K_4,XLT,SUV,null
1FMZU73KX3UC02614,1FMZU73K_3,XLT,SUV,null
1FMZU73W35UB20035,1FMZU73W_5,null,SUV,null
1FMZU73W72UB68729,1FMZU73W_2,XLT,SUV,null
1FMZU74E32ZA25446,1FMZU74E_2,Eddie Bauer,SUV,null
1FMZU74E62ZB30174,1FMZU74E_2,Eddie Bauer,SUV,null
1FMZU77E32UC04840,1FMZU77E_2,Value,Pickup,Crew Cab
1FMZU77E83UB67429,1FMZU77E_3,XLT,Pickup,Crew Cab
1FMZU77K64UA96769,1FMZU77K_4,XLT,Pickup,Crew Cab
1FMZU77K74UA89796,1FMZU77K_4,null,Pickup,Crew Cab
1FMZU84P6YZA52088,1FMZU84P_Y,Eddie Bauer,SUV,null
1FT7W2B61GEA31541,1FT7W2B6_G,null,Pickup,Crew Cab
1FT7W2B64EEA54213,1FT7W2B6_E,null,Pickup,Crew Cab
1FT7W2B65GEB53903,1FT7W2B6_G,null,Pickup,Crew Cab
1FT7W2B69BEC94692,1FT7W2B6_B,null,Pickup,Crew Cab
1FT7W2B6XBEB97680,1FT7W2B6_B,Lariat,Pickup,Crew Cab
1FT7W2BT0FEC51578,1FT7W2BT_F,null,Pickup,Crew Cab
1FT7W2BT1FED56520,1FT7W2BT_F,XLT,Pickup,Crew Cab
1FT7W2BT1GEA19749,1FT7W2BT_G,XL,Pickup,Crew Cab
1FT7W2BT1GEA65789,1FT7W2BT_G,XLT,Pickup,Crew Cab
1FT7W2BT3EEB05254,1FT7W2BT_E,Lariat,Pickup,Crew Cab
1FT7W2BT3GEB53842,1FT7W2BT_G,null,Pickup,Crew Cab
1FT7W2BT4BEB07588,1FT7W2BT_B,Lariat,Pickup,Crew Cab
1FT7W2BT5FEA83596,1FT7W2BT_F,XL,Pickup,Crew Cab
1FT7W2BT7FEB09857,1FT7W2BT_F,null,Pickup,Crew Cab
1FT7W2BT8CEC33759,1FT7W2BT_C,XLT,Pickup,Crew Cab
1FT7W2BT9CEB91229,1FT7W2BT_C,Lariat,Pickup,Crew Cab
1FT7W2BT9DEA37198,1FT7W2BT_D,King Ranch,Pickup,Crew Cab
1FT7W2BTXCEB00260,1FT7W2BT_C,XLT,Pickup,Crew Cab
1FT7X2AT6CEA08190,1FT7X2AT_C,XL,Pickup,Extended Cab
1FT7X2B63BEC07219,1FT7X2B6_B,null,Pickup,Extended Cab
1FT7X2BT6EEA20129,1FT7X2BT_E,null,Pickup,Extended Cab
1FT8W3BT2GEB59738,1FT8W3BT_G,null,Pickup,Crew Cab
1FT8W3BT7DEA13797,1FT8W3BT_D,XL,Pickup,Crew Cab
1FT8W3BT7FEA33048,1FT8W3BT_F,XLT,Pickup,Crew Cab
1FT8W3DT7BEA84976,1FT8W3DT_B,King Ranch,Pickup,Crew Cab
1FTBF2A69CEC33355,1FTBF2A6_C,null,Pickup,Regular Cab
1FTCR10A1VTA42328,1FTCR10A_V,XL,Pickup,Regular Cab
1FTCR10U4TUA47024,1FTCR10U_T,XL,Pickup,Regular Cab
1FTCR14U4TTA16047,1FTCR14U_T,XL,Pickup,Extended Cab
1FTCR14UXRTA29510,1FTCR14U_R,XLT,Pickup,Extended Cab
1FTDF15N4KLA76574,1FTDF15N_K,null,Pickup,Regular Cab
1FTDF15Y8RNB67954,1FTDF15Y_R,XL,Pickup,Regular Cab
1FTDR15X0VTA72812,1FTDR15X_V,XLT,Pickup,Extended Cab
1FTDX08W0VKD01904,1FTDX08W_V,null,Pickup,Extended Cab
1FTEF14H1JNB17889,1FTEF14H_J,null,Pickup,Regular Cab
1FTEF15N1SNB50655,1FTEF15N_S,Eddie Bauer,Pickup,Regular Cab
1FTEF15N7RNB11515,1FTEF15N_R,XL,Pickup,Regular Cab
1FTEF15NXJNB56971,1FTEF15N_J,XL,Pickup,Regular Cab
1FTEF18L6VNC76959,1FTEF18L_V,XL,Pickup,Regular Cab
1FTEW1C80AFC04064,1FTEW1C8_A,XLT,Pickup,Crew Cab
1FTEW1C82AFC96701,1FTEW1C8_A,null,Pickup,Crew Cab
1FTEW1C84AFC75140,1FTEW1C8_A,XLT,Pickup,Crew Cab
1FTEW1C84FKD29616,1FTEW1C8_F,null,Pickup,Crew Cab
1FTEW1C88GFA17034,1FTEW1C8_G,null,Pickup,Crew Cab
1FTEW1CM1EFB62720,1FTEW1CM_E,null,Pickup,Crew Cab
1FTEW1CM2CKD41594,1FTEW1CM_C,XLT,Pickup,Crew Cab
1FTEW1CM3BFB16270,1FTEW1CM_B,XLT,Pickup,Crew Cab
1FTEW1CM3BFC84734,1FTEW1CM_B,XLT,Pickup,Crew Cab
1FTEW1CM4CKD22660,1FTEW1CM_C,XLT,Pickup,Crew Cab
1FTEW1CM5CFB11010,1FTEW1CM_C,XLT,Pickup,Crew Cab
1FTEW1CM5DKF08807,1FTEW1CM_D,XLT,Pickup,Crew Cab
1FTEW1E87FFA73087,1FTEW1E8_F,XLT,Pickup,Crew Cab
1FTEW1EF7FFC46993,1FTEW1EF_F,XL,Pickup,Crew Cab
1FTEW1EFXFKD83918,1FTEW1EF_F,XLT,Pickup,Crew Cab
1FTEW1EG4GKD02244,1FTEW1EG_G,null,Pickup,Crew Cab
1FTEW1EG5GFA87191,1FTEW1EG_G,null,Pickup,Crew Cab
1FTEX15N5SKA34163,1FTEX15N_S,null,Pickup,Extended Cab
1FTEX15N8TKA28083,1FTEX15N_T,null,Pickup,Extended Cab
1FTEX1C8XAFA77630,1FTEX1C8_A,XLT,Pickup,Extended Cab
1FTEX1CF1GKE01532,1FTEX1CF_G,XLT,Pickup,Extended Cab
1FTEX1CM1BFA95870,1FTEX1CM_B,STX,Pickup,Extended Cab
1FTEX1CM9CKD91969,1FTEX1CM_C,XL,Pickup,Extended Cab
1FTEX1CW3AFA34908,1FTEX1CW_A,null,Pickup,Extended Cab
1FTEX1CW4AFA77461,1FTEX1CW_A,null,Pickup,Extended Cab
1FTEX1E60AFD63563,1FTEX1E6_A,SVT Raptor,Pickup,Extended Cab
1FTEX1E84AFC93230,1FTEX1E8_A,XLT,Pickup,Extended Cab
1FTEX1E86AFB92254,1FTEX1E8_A,XLT,Pickup,Extended Cab
1FTEX1EM8EKF88406,1FTEX1EM_E,STX,Pickup,Extended Cab
1FTFW1CF1DFA89899,1FTFW1CF_D,null,Pickup,Crew Cab
1FTFW1CF3CKD84055,1FTFW1CF_C,XLT,Pickup,Crew Cab
1FTFW1CF6BKD51954,1FTFW1CF_B,XLT,Pickup,Crew Cab
